,BersaljuBesok,SuhuMin,SuhuMax,Suhu9am,Suhu3pm,Penguapan,SinarMatahari,Awan9am,Awan3pm,Kelembaban9am,Kelembaban3pm
97326,0,7.6,19.4,11.4,17.8,1.8,7.5,0.0,6.0,83.0,46.0
97327,0,22.0,31.2,27.6,28.8,7.8,12.3,1.0,1.0,52.0,53.0
97329,0,3.4,11.5,9.0,10.9,1.0,5.7,7.0,8.0,87.0,73.0
97333,1,8.5,11.9,9.3,10.7,3.4,2.8,7.0,7.0,83.0,67.0
97335,0,9.2,14.6,10.4,14.2,0.8,0.4,8.0,7.0,94.0,79.0
97336,0,14.5,25.9,20.6,24.6,5.2,10.2,1.0,2.0,62.0,50.0
97339,0,18.2,33.0,24.4,31.7,9.0,10.5,0.0,4.0,48.0,37.0
97340,0,19.0,28.8,24.7,26.2,6.0,7.9,1.0,6.0,62.0,48.0
97341,0,2.2,10.3,5.1,8.8,0.6,4.2,7.0,7.0,76.0,73.0
97343,1,12.3,17.0,14.9,13.0,2.4,5.3,3.0,7.0,90.0,83.0
97346,1,20.9,23.3,21.7,17.7,12.0,0.6,8.0,8.0,70.0,96.0
97347,0,15.4,23.1,21.5,21.6,5.4,10.2,3.0,3.0,56.0,53.0
97352,1,14.7,22.3,19.8,18.9,3.2,1.6,4.0,7.0,54.0,66.0
97353,1,8.9,14.8,10.9,14.8,3.0,5.7,1.0,4.0,69.0,50.0
97356,0,14.7,30.2,19.3,28.8,6.0,12.7,1.0,3.0,68.0,42.0
97357,0,19.9,38.2,25.2,36.8,6.8,4.0,3.0,1.0,21.0,10.0
97359,1,14.4,19.1,17.6,17.1,3.4,0.2,8.0,8.0,75.0,91.0
97362,0,17.8,32.1,22.0,31.2,8.4,11.2,1.0,1.0,26.0,10.0
97363,0,20.5,25.5,22.2,24.2,4.8,0.3,7.0,7.0,81.0,65.0
97365,0,18.5,24.0,21.0,23.6,5.0,10.2,7.0,6.0,87.0,70.0
97370,0,23.4,32.6,24.4,31.1,8.4,5.3,8.0,7.0,96.0,60.0
97373,0,19.7,31.5,23.8,31.0,7.6,11.1,1.0,1.0,47.0,28.0
97375,0,9.6,26.3,13.1,24.6,4.2,10.8,0.0,3.0,93.0,38.0
97376,0,18.7,22.3,18.8,19.6,8.8,0.0,8.0,8.0,95.0,85.0
97377,0,9.8,15.7,11.8,14.2,2.4,5.8,1.0,7.0,68.0,53.0
97382,0,17.3,26.7,22.2,23.3,8.6,9.4,2.0,4.0,55.0,56.0
97384,0,22.7,38.2,26.1,37.0,9.0,11.0,1.0,3.0,65.0,19.0
97388,0,1.6,17.9,8.0,17.3,1.0,9.2,2.0,1.0,82.0,44.0
97395,1,7.9,16.1,11.4,11.0,4.8,2.2,7.0,8.0,73.0,94.0
97396,0,9.9,22.4,12.3,21.1,5.0,11.0,1.0,1.0,70.0,38.0
97398,1,16.7,28.3,21.9,27.4,9.4,7.1,2.0,5.0,47.0,32.0
97399,0,11.6,31.1,21.0,29.0,7.0,12.9,0.0,1.0,44.0,32.0
97401,0,13.7,32.5,21.5,31.8,10.0,10.9,0.0,0.0,30.0,9.0
97402,0,5.9,19.7,9.2,19.1,1.8,9.6,1.0,1.0,81.0,47.0
97403,0,16.3,22.3,20.3,20.5,7.6,11.0,2.0,5.0,62.0,53.0
97405,0,13.8,31.0,19.6,27.4,7.8,7.8,2.0,7.0,55.0,32.0
97409,0,21.1,30.5,25.7,30.1,6.0,10.8,0.0,3.0,55.0,48.0
97410,1,4.5,9.4,6.0,8.3,3.8,3.3,7.0,6.0,85.0,78.0
97413,1,15.9,23.3,20.7,22.6,7.8,8.0,3.0,6.0,68.0,62.0
97414,1,14.7,23.0,19.3,20.9,7.6,8.1,7.0,8.0,65.0,60.0
97415,0,12.7,22.9,14.8,21.7,4.2,2.8,4.0,7.0,53.0,33.0
97417,1,7.2,15.8,11.2,12.2,3.0,1.4,7.0,7.0,78.0,82.0
97421,1,14.0,22.5,17.5,21.7,2.0,1.8,6.0,7.0,82.0,71.0
97428,0,11.0,15.1,12.3,14.5,0.6,0.2,8.0,8.0,92.0,81.0
97430,1,25.8,32.7,29.2,31.5,8.2,8.7,6.0,2.0,69.0,60.0
97432,0,16.4,22.3,18.0,21.3,4.8,1.5,8.0,7.0,55.0,44.0
97434,0,3.4,17.1,7.5,16.7,2.2,9.1,1.0,2.0,60.0,24.0
97440,0,19.6,25.7,23.3,24.2,5.0,10.8,5.0,1.0,54.0,49.0
97442,0,16.2,22.2,17.1,21.6,7.2,7.5,7.0,0.0,58.0,48.0
97444,0,16.6,33.8,22.8,24.6,6.8,11.8,1.0,2.0,44.0,57.0
97448,0,9.3,30.6,15.1,28.6,8.0,13.3,0.0,0.0,62.0,18.0
97457,0,11.1,22.0,13.2,19.6,8.0,1.8,6.0,8.0,58.0,36.0
97458,0,7.1,22.0,13.3,21.0,2.4,9.2,1.0,3.0,61.0,43.0
97460,0,4.0,22.6,13.3,21.3,4.6,11.9,7.0,3.0,55.0,33.0
97465,0,18.4,39.7,29.8,38.7,8.2,8.3,6.0,1.0,24.0,12.0
97467,0,9.7,31.6,20.1,30.6,9.2,9.0,1.0,7.0,27.0,7.0
97471,0,5.9,23.2,14.6,21.7,2.4,5.9,5.0,7.0,54.0,28.0
97472,0,11.4,25.8,18.9,25.1,6.2,11.2,0.0,0.0,56.0,28.0
97473,0,8.3,17.5,12.2,16.7,3.4,10.8,6.0,4.0,47.0,35.0
97476,0,19.6,30.1,24.9,28.9,6.0,10.6,3.0,3.0,62.0,54.0
97481,0,8.2,25.1,18.5,23.7,5.4,12.0,4.0,4.0,65.0,49.0
97485,1,12.3,19.7,15.3,17.8,6.6,8.8,2.0,4.0,81.0,51.0
97488,0,14.1,17.8,14.4,17.1,9.8,9.6,8.0,1.0,80.0,54.0
97489,0,10.6,19.2,16.2,15.6,3.0,8.0,3.0,1.0,68.0,31.0
97490,0,5.7,17.8,14.1,17.6,2.8,10.1,1.0,1.0,52.0,39.0
97492,1,19.2,27.6,24.0,26.5,2.0,1.3,7.0,7.0,64.0,61.0
97497,0,20.8,26.2,22.0,24.7,3.0,12.5,4.0,5.0,81.0,62.0
97500,0,14.4,27.1,16.5,24.4,7.2,5.5,8.0,1.0,85.0,63.0
97505,0,6.8,21.3,14.5,19.2,3.4,9.8,3.0,2.0,52.0,33.0
97508,1,6.3,12.9,11.1,12.2,1.2,2.3,7.0,7.0,84.0,83.0
97509,0,10.1,32.7,21.5,31.6,6.3,12.4,3.0,3.0,32.0,9.0
97511,0,3.8,13.6,7.3,12.8,1.4,7.0,7.0,4.0,100.0,70.0
97512,1,17.8,28.2,21.3,27.2,4.8,6.0,7.0,3.0,72.0,51.0
97514,1,20.5,23.0,22.5,20.1,6.6,0.2,7.0,8.0,76.0,93.0
97515,0,12.8,22.7,17.7,21.7,9.0,11.9,7.0,1.0,35.0,36.0
97521,0,8.1,20.7,12.0,20.4,1.0,7.6,5.0,5.0,68.0,25.0
97528,0,10.8,18.0,18.0,14.8,5.2,6.7,7.0,8.0,100.0,81.0
97531,0,4.1,23.5,14.7,22.0,5.6,11.4,1.0,0.0,28.0,18.0
97536,0,25.4,33.6,29.2,32.4,7.0,10.2,2.0,4.0,64.0,47.0
97542,0,13.5,22.3,16.2,20.7,7.6,8.7,7.0,1.0,50.0,43.0
97544,0,13.8,25.5,21.0,22.3,4.0,8.6,3.0,3.0,68.0,65.0
97545,0,15.9,31.3,25.2,27.9,8.2,10.5,1.0,2.0,50.0,52.0
97546,0,8.4,18.1,11.9,16.3,3.0,9.3,1.0,1.0,54.0,41.0
97547,0,22.2,28.5,24.7,27.5,8.0,9.3,6.0,1.0,71.0,50.0
97549,0,0.3,16.3,5.6,15.8,3.0,8.8,0.0,2.0,78.0,39.0
97551,0,19.4,35.2,28.3,34.8,12.0,12.6,0.0,0.0,29.0,12.0
97554,0,6.5,27.9,14.1,26.4,6.4,10.8,6.0,1.0,76.0,40.0
97562,0,7.1,20.3,16.2,18.5,4.8,10.3,7.0,7.0,49.0,60.0
97566,0,10.4,27.2,19.9,26.3,12.0,11.4,0.0,0.0,26.0,13.0
97567,1,14.3,27.2,23.4,23.3,1.6,5.9,2.0,6.0,57.0,61.0
97568,1,8.3,13.7,10.4,12.4,3.8,2.6,5.0,7.0,74.0,67.0
97569,0,13.3,26.7,16.0,25.2,10.6,13.1,1.0,1.0,48.0,15.0
97570,1,10.1,17.5,11.5,14.3,2.4,0.2,8.0,6.0,95.0,78.0
97572,0,16.9,26.6,24.1,25.5,6.8,11.8,3.0,4.0,58.0,54.0
97573,0,16.0,29.6,24.1,26.0,10.6,13.3,1.0,3.0,31.0,39.0
97574,0,9.8,27.5,17.6,26.1,9.2,13.7,1.0,1.0,37.0,19.0
97576,1,26.0,30.2,28.8,27.7,1.2,0.2,7.0,8.0,80.0,85.0
97578,0,21.0,32.8,23.6,32.1,7.4,8.4,6.0,5.0,62.0,41.0
97579,0,13.4,31.9,21.1,29.7,8.2,12.2,2.0,1.0,22.0,9.0
97585,0,7.4,22.6,18.7,21.0,4.0,11.4,1.0,1.0,59.0,50.0
97586,0,19.7,32.4,23.2,30.4,6.6,10.9,2.0,1.0,78.0,48.0
97591,1,8.7,13.6,9.3,11.8,3.0,1.0,5.0,7.0,83.0,84.0
97592,1,10.8,13.3,12.1,13.2,1.8,0.0,8.0,8.0,91.0,96.0
97593,0,11.1,19.6,15.7,19.1,2.2,9.2,1.0,1.0,56.0,45.0
97594,0,3.6,13.3,8.7,10.8,1.6,3.7,1.0,7.0,74.0,69.0
97596,0,15.8,24.0,16.6,23.4,4.2,1.8,8.0,7.0,94.0,44.0
97599,0,6.4,19.6,12.8,18.5,7.2,9.8,1.0,0.0,40.0,21.0
97600,1,11.8,17.3,14.4,16.5,7.6,5.9,6.0,7.0,79.0,54.0
97602,0,17.1,26.0,20.0,24.5,3.0,10.2,2.0,2.0,71.0,59.0
97611,0,22.6,33.3,27.5,32.8,4.6,10.1,1.0,2.0,78.0,38.0
97621,0,9.9,17.5,12.7,15.7,5.0,1.7,8.0,7.0,48.0,41.0
97622,0,14.1,25.4,20.2,23.6,3.2,9.8,1.0,3.0,66.0,60.0
97626,0,6.2,24.5,15.4,24.2,2.8,9.3,3.0,1.0,65.0,38.0
97628,0,14.9,18.5,16.8,18.0,4.0,6.1,4.0,1.0,54.0,47.0
97637,1,10.9,19.2,14.9,17.5,5.6,8.5,0.0,4.0,67.0,38.0
97639,0,7.0,23.1,14.7,20.5,3.0,6.6,6.0,6.0,97.0,54.0
97640,0,22.6,30.7,27.9,28.8,11.4,11.8,3.0,2.0,56.0,54.0
97641,0,23.2,31.1,28.4,29.5,12.4,12.5,3.0,1.0,56.0,56.0
97642,1,27.1,33.4,28.2,31.9,5.0,6.6,7.0,6.0,85.0,65.0
97643,0,6.9,17.6,10.9,16.6,2.2,9.3,3.0,3.0,86.0,40.0
97647,0,5.0,18.6,11.3,18.2,3.0,8.0,1.0,2.0,79.0,54.0
97649,1,16.2,23.3,19.0,22.4,2.0,1.5,7.0,7.0,59.0,55.0
97651,0,7.0,18.7,14.2,17.8,2.6,7.9,7.0,5.0,73.0,44.0
97653,0,15.9,36.4,25.2,35.0,9.6,12.5,5.0,1.0,36.0,10.0
97657,0,12.9,26.8,19.9,25.5,4.2,10.4,1.0,1.0,64.0,49.0
97661,0,16.2,24.4,19.6,20.8,1.2,7.4,7.0,5.0,79.0,79.0
97664,1,8.7,12.6,11.0,10.5,4.8,1.5,6.0,7.0,48.0,65.0
97665,1,6.6,10.4,9.2,9.2,2.8,0.0,8.0,8.0,97.0,99.0
97666,0,4.3,16.0,8.2,15.7,2.4,2.7,5.0,7.0,90.0,60.0
97670,1,4.9,14.9,9.2,13.7,2.0,0.0,7.0,8.0,97.0,88.0
97671,0,12.1,22.4,15.4,19.0,8.4,10.7,5.0,6.0,52.0,32.0
97672,0,10.5,24.5,17.9,23.8,6.0,10.2,1.0,2.0,48.0,31.0
97676,0,11.6,20.7,14.6,19.3,2.2,2.3,6.0,2.0,88.0,60.0
97678,1,20.0,34.1,24.7,32.9,10.4,10.2,1.0,5.0,54.0,28.0
97681,0,22.7,29.5,25.9,27.6,2.4,6.2,4.0,7.0,76.0,70.0
97687,1,9.9,15.9,11.2,14.4,6.4,9.6,6.0,7.0,72.0,52.0
97689,0,11.0,18.9,14.0,17.6,4.6,2.9,7.0,8.0,70.0,52.0
97691,0,13.5,29.4,22.1,28.4,3.6,8.9,1.0,5.0,55.0,34.0
97693,0,7.7,17.3,9.6,16.9,1.4,8.9,1.0,1.0,57.0,36.0
97695,0,5.9,12.1,8.1,10.0,1.6,5.9,5.0,6.0,77.0,45.0
97697,0,19.6,28.7,25.5,26.2,9.0,8.9,7.0,7.0,55.0,56.0
97700,0,4.2,15.4,8.6,12.8,1.2,5.9,2.0,7.0,66.0,55.0
97702,0,6.2,19.4,16.2,18.4,4.0,11.9,7.0,1.0,68.0,48.0
97705,0,20.5,25.1,23.4,23.9,4.8,9.7,2.0,5.0,83.0,74.0
97707,1,11.8,21.6,18.0,19.8,3.0,7.2,1.0,7.0,58.0,62.0
97713,1,25.0,34.8,30.7,33.1,6.6,6.2,7.0,7.0,75.0,62.0
97715,0,10.7,27.3,19.1,26.0,4.8,9.5,3.0,5.0,52.0,36.0
97721,0,13.9,19.4,17.4,18.5,7.0,7.4,7.0,3.0,48.0,49.0
97725,0,22.9,29.0,26.8,27.4,8.0,8.1,7.0,3.0,69.0,68.0
97730,1,5.4,16.3,10.6,14.3,0.4,9.5,3.0,4.0,99.0,77.0
97733,1,17.6,24.7,19.5,22.5,3.4,1.6,7.0,8.0,90.0,69.0
97734,0,13.0,28.6,22.2,26.6,9.4,13.2,1.0,1.0,40.0,34.0
97735,0,15.0,25.2,19.0,24.0,5.2,10.6,1.0,6.0,57.0,43.0
97737,0,7.0,13.5,8.6,12.3,2.4,5.3,7.0,5.0,90.0,66.0
97738,0,8.4,19.6,13.0,19.3,2.4,5.0,6.0,7.0,67.0,54.0
97739,1,3.8,13.4,8.3,12.2,2.2,5.1,7.0,7.0,88.0,72.0
97743,1,8.7,22.2,15.4,20.0,5.2,7.8,1.0,7.0,55.0,50.0
97744,0,4.8,12.0,9.1,11.2,0.2,3.7,5.0,7.0,76.0,60.0
97747,1,17.3,31.9,26.0,30.6,7.8,5.1,2.0,7.0,55.0,38.0
97748,1,23.5,38.4,29.5,30.6,8.4,11.9,5.0,3.0,60.0,59.0
97754,0,15.2,25.5,21.3,22.9,7.0,12.6,2.0,3.0,38.0,48.0
97759,0,22.4,31.1,28.6,29.0,11.6,11.8,2.0,1.0,48.0,46.0
97760,0,13.0,16.5,13.3,15.2,0.2,1.9,8.0,7.0,96.0,69.0
97762,0,9.1,21.1,14.5,20.4,6.8,10.5,6.0,6.0,53.0,46.0
97766,0,9.7,26.9,14.9,26.1,6.4,10.3,1.0,2.0,67.0,31.0
97767,0,6.4,18.3,13.6,17.9,4.8,8.6,6.0,7.0,56.0,48.0
97772,0,9.4,21.0,13.3,20.2,1.8,6.3,7.0,7.0,77.0,39.0
97775,0,11.3,21.2,15.4,20.8,4.8,7.8,1.0,5.0,49.0,33.0
97776,0,17.6,30.6,25.9,28.0,12.0,13.2,0.0,0.0,42.0,47.0
97780,0,13.9,31.7,22.9,30.3,6.8,13.1,1.0,4.0,47.0,29.0
97782,0,7.7,16.3,10.2,15.9,1.8,3.2,7.0,5.0,69.0,58.0
97784,1,22.0,32.8,26.9,31.8,5.6,9.7,7.0,6.0,71.0,56.0
97785,0,15.8,20.1,18.5,19.0,6.6,10.7,1.0,1.0,63.0,63.0
97787,0,13.8,26.2,20.4,23.1,6.4,9.6,2.0,5.0,50.0,49.0
97790,0,9.8,19.8,15.1,18.6,2.2,9.7,6.0,2.0,65.0,48.0
97792,0,9.5,20.2,17.3,19.1,4.2,9.0,2.0,4.0,66.0,53.0
97793,0,18.0,37.7,25.3,35.5,7.6,13.4,0.0,1.0,47.0,16.0
97796,0,13.8,33.4,21.5,31.3,8.8,13.6,0.0,0.0,62.0,21.0
97797,1,10.3,18.3,13.4,16.6,2.0,3.5,5.0,7.0,87.0,68.0
97803,1,6.8,10.7,8.4,8.7,2.0,6.4,4.0,6.0,78.0,79.0
97804,1,23.3,30.4,27.2,29.0,9.0,3.1,7.0,7.0,77.0,72.0
97810,0,6.5,14.2,8.9,13.5,1.8,6.6,7.0,2.0,92.0,58.0
97812,0,13.4,17.1,13.8,13.5,4.0,2.7,7.0,7.0,57.0,59.0
97813,1,23.9,30.8,26.4,29.5,3.8,1.4,7.0,7.0,85.0,74.0
97818,0,9.1,27.8,14.4,27.2,4.2,10.9,0.0,5.0,76.0,32.0
97819,0,6.4,25.3,15.7,24.3,7.4,11.2,0.0,0.0,30.0,11.0
97820,0,9.2,14.0,10.2,13.3,1.8,7.9,7.0,5.0,94.0,59.0
97821,0,0.9,10.5,4.8,10.1,1.2,9.1,6.0,3.0,90.0,65.0
97824,1,14.5,19.2,15.4,19.2,2.6,0.0,8.0,8.0,89.0,70.0
97825,0,6.1,16.0,8.7,15.0,3.5,7.6,0.0,5.0,93.0,44.0
97834,0,9.2,20.9,14.9,19.4,4.6,9.2,1.0,2.0,65.0,44.0
97838,1,8.7,15.4,12.9,13.2,0.2,3.6,8.0,7.0,93.0,83.0
97842,0,14.3,29.3,20.6,27.6,7.0,12.6,0.0,0.0,51.0,35.0
97843,0,18.4,23.8,21.5,22.0,6.2,7.1,7.0,1.0,57.0,56.0
97845,0,21.3,36.8,25.4,34.6,10.8,12.4,1.0,5.0,54.0,26.0
97846,0,9.7,16.9,11.4,16.3,3.0,9.6,3.0,2.0,60.0,49.0
97847,0,13.2,30.6,19.2,28.7,8.8,10.7,1.0,2.0,57.0,34.0
97850,1,17.1,19.6,19.5,19.4,1.4,0.0,8.0,8.0,91.0,83.0
97851,0,3.2,15.8,9.6,15.0,2.4,4.9,8.0,2.0,78.0,45.0
97852,0,14.7,22.9,17.0,22.2,7.4,7.7,7.0,1.0,61.0,46.0
97853,0,20.8,30.7,23.3,29.5,4.8,10.5,1.0,1.0,80.0,47.0
97854,0,18.2,26.4,23.4,25.5,5.2,10.9,7.0,4.0,63.0,53.0
97855,0,2.4,15.1,7.9,14.6,0.8,9.0,1.0,1.0,86.0,44.0
97856,1,8.5,11.5,9.6,11.4,2.4,0.0,8.0,8.0,87.0,86.0
97859,1,19.3,28.3,23.4,27.7,7.6,10.7,5.0,4.0,67.0,59.0
97860,0,13.0,25.6,14.9,23.1,9.4,11.5,0.0,1.0,56.0,24.0
97862,1,18.0,28.4,21.3,26.9,6.0,9.3,7.0,4.0,89.0,53.0
97864,1,15.6,19.1,17.9,17.9,6.4,6.6,3.0,6.0,54.0,62.0
97869,0,11.4,18.5,14.0,18.0,1.2,7.5,3.0,3.0,88.0,49.0
97870,0,19.8,33.5,27.8,31.6,4.8,11.1,1.0,1.0,55.0,58.0
97875,1,22.3,31.9,23.9,29.8,6.0,4.4,7.0,6.0,82.0,57.0
97880,0,3.9,11.5,5.5,11.1,1.0,6.6,7.0,3.0,91.0,62.0
97885,0,10.6,14.4,12.0,13.2,0.6,0.8,7.0,7.0,61.0,60.0
97886,0,9.9,24.8,17.4,22.9,6.8,13.8,2.0,1.0,66.0,46.0
97889,1,18.2,23.7,21.4,22.7,2.2,1.7,8.0,7.0,76.0,79.0
97892,0,8.7,14.7,10.8,13.7,3.2,4.0,3.0,7.0,74.0,60.0
97894,1,21.0,24.2,21.3,22.4,0.6,0.0,8.0,8.0,98.0,92.0
97898,0,13.7,28.9,18.4,28.6,3.6,8.9,1.0,5.0,85.0,36.0
97899,0,10.4,12.9,11.2,12.5,0.0,0.0,7.0,7.0,75.0,66.0
97906,0,13.2,31.3,16.3,28.0,10.4,13.1,0.0,1.0,62.0,26.0
97907,1,4.6,12.2,8.4,12.1,2.4,4.2,7.0,6.0,88.0,62.0
97908,0,9.0,29.3,17.1,28.0,7.4,11.5,1.0,2.0,52.0,17.0
97913,1,10.2,17.2,14.3,15.5,3.4,0.1,7.0,8.0,69.0,79.0
97917,1,9.5,11.3,10.4,10.8,3.2,0.0,8.0,8.0,96.0,97.0
97924,0,16.6,31.7,21.2,30.7,8.0,10.1,3.0,6.0,32.0,18.0
97925,0,14.6,28.3,21.7,28.2,1.2,8.3,7.0,6.0,71.0,50.0
97926,0,22.2,30.8,26.8,29.8,4.8,9.3,7.0,6.0,78.0,59.0
97927,0,22.0,30.6,24.0,28.5,8.0,6.5,7.0,7.0,84.0,59.0
97928,1,12.1,16.2,14.8,13.8,3.0,0.1,5.0,7.0,94.0,70.0
97929,0,13.3,21.5,16.2,20.7,4.4,7.3,7.0,6.0,70.0,46.0
97930,0,16.6,29.4,23.5,28.0,7.2,11.1,1.0,2.0,59.0,48.0
97933,0,18.5,24.0,22.0,23.8,3.8,10.8,2.0,1.0,70.0,59.0
97934,0,17.6,26.2,19.8,25.1,8.4,9.4,7.0,1.0,59.0,44.0
97936,0,12.6,29.4,20.6,28.1,9.4,13.1,1.0,7.0,56.0,30.0
97937,1,23.2,31.7,25.1,31.1,4.8,6.3,7.0,7.0,86.0,69.0
97942,0,24.1,32.8,29.3,32.0,6.0,8.4,1.0,2.0,66.0,64.0
97943,0,10.6,15.5,12.3,14.8,0.8,1.7,8.0,8.0,98.0,72.0
97948,0,15.5,26.9,23.3,26.0,10.2,11.2,5.0,1.0,60.0,38.0
97954,0,22.9,34.7,28.1,33.6,7.4,10.9,5.0,3.0,68.0,31.0
97955,0,13.2,23.3,21.0,22.8,3.8,11.8,2.0,1.0,64.0,64.0
97956,0,24.3,34.3,30.3,33.1,4.8,8.8,5.0,3.0,70.0,57.0
97957,0,17.6,23.2,20.3,22.0,7.0,7.7,7.0,5.0,55.0,53.0
97959,0,17.6,34.1,24.2,32.2,12.4,13.2,0.0,1.0,52.0,31.0
97964,1,7.1,12.6,8.7,11.6,2.6,7.3,1.0,7.0,79.0,71.0
97966,0,19.1,24.5,21.5,22.5,7.4,2.9,7.0,8.0,68.0,61.0
97972,0,20.3,33.6,26.7,33.2,5.8,11.0,1.0,1.0,66.0,19.0
97974,0,8.3,20.3,15.1,19.4,4.2,12.6,1.0,1.0,50.0,40.0
97975,1,17.8,23.1,22.1,20.6,8.0,0.0,7.0,8.0,75.0,88.0
97976,0,12.3,16.5,15.1,15.1,3.0,1.0,7.0,8.0,78.0,90.0
97979,1,21.1,27.1,24.3,23.6,6.0,3.1,7.0,7.0,75.0,80.0
97980,0,12.5,35.9,23.1,35.0,8.0,13.6,0.0,1.0,47.0,12.0
97990,0,14.5,27.0,21.3,26.4,10.2,11.8,0.0,0.0,30.0,21.0
97992,0,7.4,19.8,15.1,18.5,4.4,7.4,7.0,6.0,58.0,49.0
97993,0,15.2,21.2,18.8,20.1,7.4,11.4,1.0,2.0,49.0,45.0
97994,0,9.1,20.2,13.2,17.4,5.8,3.5,7.0,7.0,55.0,44.0
98001,0,15.0,20.4,18.6,19.1,0.6,10.8,1.0,3.0,67.0,64.0
98002,0,17.7,22.9,20.8,21.4,7.8,7.1,6.0,3.0,49.0,47.0
98003,1,9.2,17.5,11.8,15.4,4.2,0.2,7.0,8.0,89.0,83.0
98006,0,8.5,16.1,10.1,14.1,2.8,4.0,4.0,5.0,74.0,62.0
98014,0,12.5,17.0,14.5,16.5,0.6,0.2,7.0,7.0,70.0,63.0
98018,0,11.6,25.6,18.4,24.5,8.8,13.0,4.0,0.0,40.0,22.0
98020,0,7.7,13.6,10.0,12.2,4.4,1.0,7.0,7.0,67.0,64.0
98023,0,8.6,27.1,15.0,25.5,5.2,13.6,2.0,3.0,56.0,14.0
98024,0,17.9,35.7,25.4,33.4,8.0,13.1,1.0,1.0,30.0,14.0
98026,1,5.2,22.1,12.2,21.4,2.6,9.6,7.0,5.0,79.0,39.0
98028,0,17.7,31.7,21.5,30.7,7.0,9.8,1.0,1.0,64.0,35.0
98029,0,8.6,19.7,11.9,18.5,5.8,10.8,1.0,2.0,53.0,32.0
98030,0,5.4,19.9,11.2,19.4,2.4,9.4,1.0,1.0,69.0,35.0
98031,0,21.1,36.5,28.0,29.5,6.8,5.3,3.0,8.0,40.0,36.0
98036,0,8.7,19.3,13.1,18.6,7.8,9.8,7.0,3.0,74.0,35.0
98038,0,11.0,20.3,15.2,19.3,4.0,0.6,7.0,7.0,80.0,56.0
98040,0,5.3,22.5,14.2,21.9,4.4,8.2,1.0,4.0,77.0,43.0
98046,0,24.0,32.2,29.0,30.2,8.0,10.9,6.0,2.0,60.0,61.0
98055,0,23.9,32.7,28.0,31.0,8.0,11.9,3.0,1.0,70.0,51.0
98056,0,25.9,34.1,30.2,33.0,6.0,9.1,6.0,7.0,72.0,50.0
98057,0,3.2,18.6,9.7,18.3,5.4,9.8,6.0,1.0,64.0,26.0
98060,0,13.0,19.5,15.5,17.9,5.4,13.2,6.0,5.0,71.0,69.0
98061,1,12.1,17.3,12.5,13.4,3.8,2.5,7.0,7.0,95.0,83.0
98063,1,19.3,30.0,22.8,29.3,4.8,3.6,7.0,7.0,78.0,57.0
98067,0,19.7,37.0,25.0,36.8,10.6,12.4,4.0,1.0,45.0,22.0
98068,1,7.4,12.1,9.4,11.9,0.4,0.0,8.0,8.0,96.0,97.0
98071,0,21.9,30.1,25.2,29.1,12.0,11.6,1.0,0.0,52.0,38.0
98073,1,15.9,26.5,21.8,25.9,5.8,8.5,2.0,2.0,58.0,53.0
98081,0,5.2,22.4,14.6,21.8,3.6,12.5,1.0,1.0,57.0,29.0
98082,1,7.1,11.5,10.2,11.1,0.9,0.6,8.0,8.0,77.0,93.0
98091,1,5.4,13.0,11.8,12.9,1.4,0.0,8.0,8.0,80.0,83.0
98092,1,19.2,29.8,27.7,28.4,5.2,9.9,1.0,1.0,61.0,57.0
98094,0,9.1,22.4,18.5,22.0,5.6,11.4,3.0,3.0,66.0,50.0
98095,0,1.4,13.3,9.1,11.7,1.0,0.1,7.0,7.0,76.0,72.0
98098,0,21.5,28.5,25.1,26.9,2.2,2.7,7.0,6.0,80.0,58.0
98100,1,22.9,31.5,27.5,28.5,10.2,9.2,5.0,7.0,75.0,66.0
98101,0,3.4,18.2,10.3,17.7,2.8,10.3,0.0,1.0,64.0,40.0
98102,0,4.2,17.5,8.5,16.0,1.0,6.4,1.0,6.0,90.0,62.0
98104,0,5.9,21.3,13.9,20.9,2.8,9.7,0.0,0.0,58.0,37.0
98106,0,1.1,14.9,8.0,14.0,2.0,9.3,1.0,7.0,58.0,36.0
98108,0,19.5,29.1,26.1,27.7,7.4,10.5,5.0,3.0,68.0,52.0
98116,0,21.4,34.5,27.1,31.8,7.8,10.8,1.0,2.0,71.0,44.0
98122,0,14.1,25.1,20.9,23.2,6.0,10.6,1.0,3.0,45.0,35.0
98124,0,13.1,23.4,18.6,21.6,7.2,11.2,6.0,1.0,60.0,42.0
98128,0,5.8,16.9,11.1,15.2,2.8,9.9,3.0,1.0,62.0,49.0
98130,0,4.5,10.2,6.5,8.5,3.0,5.9,2.0,6.0,81.0,74.0
98135,0,13.9,32.1,22.2,30.4,6.8,9.9,4.0,6.0,41.0,22.0
98150,0,6.2,14.1,8.6,12.2,1.6,5.0,8.0,4.0,87.0,69.0
98151,0,7.0,18.4,13.6,17.3,4.0,5.4,1.0,6.0,70.0,39.0
98154,1,9.8,15.0,11.4,13.6,2.8,3.3,5.0,7.0,97.0,70.0
98156,1,2.4,12.8,10.2,10.2,3.0,5.3,3.0,8.0,56.0,66.0
98159,0,18.3,36.8,21.5,35.4,11.0,12.3,0.0,1.0,53.0,23.0
98170,0,19.9,27.0,23.6,25.6,5.0,10.7,1.0,6.0,65.0,41.0
98171,0,8.8,18.6,14.2,18.0,3.6,10.5,1.0,1.0,27.0,14.0
